dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"GM %","USA","Birdy","Total Channels","Actual",0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857
"Average Price","USA","Birdy","Total Channels","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,22.0718165
"Volume Litres","Canada","Birdy","Total Channels","Actual",44122.0694780,46328.1729519,48644.5815994,33091.5521085,35738.8762771,38597.9863793,41685.8252897,45020.6913128,28679.3451607,34415.2141928,41298.2570313,49557.9084376,487180.4802190
"Price per Litre","Canada","Birdy","Total Channels","Actual",3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,3.0624645,36.7495740
"Sales Revenue","Canada","Birdy","Total Channels","Actual",68517.5995724,71943.4795510,75540.6535285,51388.1996792,55499.2556536,59939.1961058,64734.3317943,69913.0783379,44536.4397220,53443.7276664,64132.4731997,76958.9678396,756547.4026504
"Standard Cost per Litre","Canada","Birdy","Total Channels","Actual",1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,1.9706980,23.6483760
"Manufacturing Cost","Canada","Birdy","Total Channels","Actual",43475.6370381,45649.4188899,47931.8898344,32606.7277785,35215.2660008,38032.4872808,41075.0862633,44361.0931644,28259.1640747,33910.9968897,40693.1962676,48831.8355211,480042.7990033
"Gross Margin","Canada","Birdy","Total Channels","Actual",25041.9625343,26294.0606610,27608.7636941,18781.4719007,20283.9896528,21906.7088250,23659.2455310,25551.9851735,16277.2756473,19532.7307768,23439.2769321,28127.1323185,276504.6036471
"GM %","Canada","Birdy","Total Channels","Actual",0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822,0.3654822
"Average Price","Canada","Birdy","Total Channels","Actual",1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,1.5529099,18.6349191
"Volume Litres","Asia Pacific","Birdy","Total Channels","Actual",72808.4074202,76448.8277912,80271.2691807,54606.3055651,58974.8100103,63692.7948112,68788.2183961,74291.2758677,47325.4648231,56790.5577877,68148.6693453,81778.4032143,803925.0042129
"Price per Litre","Asia Pacific","Birdy","Total Channels","Actual",5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,5.5043166,66.0517991
"Sales Revenue","Asia Pacific","Birdy","Total Channels","Actual",100509.0697486,105534.5232361,110811.2493979,75381.8023115,81412.3464964,87925.3342161,94959.3609534,102556.1098297,65330.8953366,78397.0744039,94076.4892847,112891.7871417,1109786.0423566
"Standard Cost per Litre","Asia Pacific","Birdy","Total Channels","Actual",1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,1.1098579,13.3182953
"Manufacturing Cost","Asia Pacific","Birdy","Total Channels","Actual",21724.9592030,22811.2071632,23951.7675213,16293.7194023,17597.2169545,19004.9943108,20525.3938557,22167.4253641,14121.2234820,16945.4681784,20334.5618140,24401.4741768,239879.4114261
"Gross Margin","Asia Pacific","Birdy","Total Channels","Actual",78784.1105456,82723.3160729,86859.4818765,59088.0829092,63815.1295419,68920.3399053,74433.9670977,80388.6844655,51209.6718546,61451.6062256,73741.9274707,88490.3129648,869906.6309304
"GM %","Asia Pacific","Birdy","Total Channels","Actual",0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508,0.7838508
"Average Price","Asia Pacific","Birdy","Total Channels","Actual",1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,1.3804597,16.5655160
"Volume Litres","Singapore","Birdy","Total Channels","Actual",16808.4074202,17648.8277912,18531.2691807,12606.3055651,13614.8100103,14703.9948112,15880.3143961,17150.7395477,10925.4648231,13110.5577877,15732.6693453,18879.2032143,185592.5638929
"Price per Litre","Singapore","Birdy","Total Channels","Actual",2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,28.6933608
"Sales Revenue","Singapore","Birdy","Total Channels","Actual",40190.8082150,42200.3486258,44310.3660571,30143.1061613,32554.5546542,35158.9190265,37971.6325486,41009.3631525,26124.0253398,31348.8304077,37618.5964893,45142.3157871,443772.8664648
"Standard Cost per Litre","Singapore","Birdy","Total Channels","Actual",0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,0.0965642,1.1587703
"Manufacturing Cost","Singapore","Birdy","Total Channels","Actual",1623.0903395,1704.2448565,1789.4570993,1217.3177546,1314.7031750,1419.8794290,1533.4697833,1656.1473660,1055.0087207,1266.0104648,1519.2125578,1823.0550694,17921.5966161
"Gross Margin","Singapore","Birdy","Total Channels","Actual",38567.7178755,40496.1037693,42520.9089577,28925.7884066,31239.8514791,33739.0395975,36438.1627653,39353.2157865,25069.0166191,30082.8199429,36099.3839315,43319.2607177,425851.2698486
"GM %","Singapore","Birdy","Total Channels","Actual",0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154
"Average Price","Singapore","Birdy","Total Channels","Actual",2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,28.6933608
"Volume Litres","Thailand","Birdy","Total Channels","Actual",20000.0000000,21000.0000000,22050.0000000,15000.0000000,16200.0000000,17496.0000000,18895.6800000,20407.3344000,13000.0000000,15600.0000000,18720.0000000,22464.0000000,220833.0144000
"Price per Litre","Thailand","Birdy","Total Channels","Actual",52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,634.5647238
"Sales Revenue","Thailand","Birdy","Total Channels","Actual",1057607.8730000,1110488.2666500,1166012.6799825,793205.9047500,856662.3771300,925195.3673004,999210.9966844,1079147.8764192,687445.1174500,824934.1409400,989920.9691280,1187905.1629536,11677736.7323881
"Standard Cost per Litre","Thailand","Birdy","Total Channels","Actual",34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,34.9470428,419.3645131
"Manufacturing Cost","Thailand","Birdy","Total Channels","Actual",698940.8552000,733887.8979600,770582.2928580,524205.6414000,566142.0927120,611433.4601290,660348.1369393,713175.9878944,454311.5558800,545173.8670560,654208.6404672,785050.3685606,7717460.7970565
"Gross Margin","Thailand","Birdy","Total Channels","Actual",358667.0178000,376600.3686900,395430.3871245,269000.2633500,290520.2844180,313761.9071714,338862.8597452,365971.8885248,233133.5615700,279760.2738840,335712.3286608,402854.7943930,3960275.9353316
"GM %","Thailand","Birdy","Total Channels","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Average Price","Thailand","Birdy","Total Channels","Actual",52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,634.5647238
"Volume Litres","Australia","Birdy","Total Channels","Actual",36000.0000000,37800.0000000,39690.0000000,27000.0000000,29160.0000000,31492.8000000,34012.2240000,36733.2019200,23400.0000000,28080.0000000,33696.0000000,40435.2000000,397499.4259200
"Price per Litre","Australia","Birdy","Total Channels","Actual",3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,3.4684283,41.6211394
"Sales Revenue","Australia","Birdy","Total Channels","Actual",63062.3323200,66215.4489360,69526.2213828,47296.7492400,51080.4891792,55166.9283135,59580.2825786,64346.7051849,40990.5160080,49188.6192096,59026.3430515,70831.6116618,696312.2470660
"Standard Cost per Litre","Australia","Birdy","Total Channels","Actual",0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,0.1839318,2.2071816
"Manufacturing Cost","Australia","Birdy","Total Channels","Actual",3310.7724485,3476.3110709,3650.1266245,2483.0793364,2681.7256833,2896.2637379,3127.9648370,3378.2020239,2152.0020915,2582.4025098,3098.8830118,3718.6596142,36556.3929897
"Gross Margin","Australia","Birdy","Total Channels","Actual",59751.5598715,62739.1378651,65876.0947583,44813.6699036,48398.7634959,52270.6645756,56452.3177416,60968.5031610,38838.5139165,46606.2166998,55927.4600397,67112.9520477,659755.8540763
"GM %","Australia","Birdy","Total Channels","Actual",0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000
"Average Price","Australia","Birdy","Total Channels","Actual",1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,1.7517315,21.0207774
"Volume Litres","Europe","Birdy","Total Channels","Actual",40820.4180204,42861.4389214,45004.5108675,30615.3135153,33064.5385965,35709.7016843,38566.4778190,41651.7960445,26533.2717133,31839.9260559,38207.9112671,45849.4935205,450724.7980257
"Price per Litre","Europe","Birdy","Total Channels","Actual",3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,3.3002908,39.6034898
"Sales Revenue","Europe","Birdy","Total Channels","Actual",68326.5215372,71742.8476141,75329.9899948,51244.8911529,55344.4824452,59772.0410408,64553.8043240,69718.1086700,44412.2389992,53294.6867990,63953.6241589,76744.3489906,754437.5857268
"Standard Cost per Litre","Europe","Birdy","Total Channels","Actual",1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,1.0546038,12.6552450
"Manufacturing Cost","Europe","Birdy","Total Channels","Actual",24928.8196992,26175.2606842,27484.0237184,18696.6147744,20192.3439564,21807.7314729,23552.3499907,25436.5379900,16203.7328045,19444.4793654,23333.3752385,28000.0502862,275255.3199809
"Gross Margin","Europe","Birdy","Total Channels","Actual",43397.7018380,45567.5869299,47845.9662764,32548.2763785,35152.1384888,37964.3095679,41001.4543333,44281.5706800,28208.5061947,33850.2074336,40620.2489204,48744.2987044,479182.2657458
"GM %","Europe","Birdy","Total Channels","Actual",0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516
"Average Price","Europe","Birdy","Total Channels","Actual",1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,1.6738320,20.0859839
"Volume Litres","UK","Birdy","Total Channels","Actual",24012.0106002,25212.6111303,26473.2416868,18009.0079502,19449.7285862,21005.7068731,22686.1634229,24501.0564968,15607.8068902,18729.3682682,22475.2419218,26970.2903062,265132.2341328
"Price per Litre","UK","Birdy","Total Channels","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,14.6304615
"Sales Revenue","UK","Birdy","Total Channels","Actual",29275.5663614,30739.3446794,32276.3119134,21956.6747710,23713.2087527,25610.2654529,27659.0866891,29871.8136243,19029.1181349,22834.9417619,27401.9301142,32882.3161371,323250.5783922
"Standard Cost per Litre","UK","Birdy","Total Channels","Actual",0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,0.6831753,8.1981034
"Manufacturing Cost","UK","Birdy","Total Channels","Actual",16404.4121852,17224.6327945,18085.8644342,12303.3091389,13287.5738700,14350.5797796,15498.6261620,16738.5162550,10662.8679204,12795.4415045,15354.5298054,18425.4357665,181131.7896163
"Gross Margin","UK","Birdy","Total Channels","Actual",12871.1541761,13514.7118849,14190.4474792,9653.3656321,10425.6348827,11259.6856733,12160.4605271,13133.2973693,8366.2502145,10039.5002574,12047.4003088,14456.8803706,142118.7887759
"GM %","UK","Birdy","Total Channels","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Average Price","UK","Birdy","Total Channels","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,14.6304615
"Volume Litres","France","Birdy","Total Channels","Actual",16808.4074202,17648.8277912,18531.2691807,12606.3055651,13614.8100103,14703.9948112,15880.3143961,17150.7395477,10925.4648231,13110.5577877,15732.6693453,18879.2032143,185592.5638929
"Price per Litre","France","Birdy","Total Channels","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,18.1910574
"Sales Revenue","France","Birdy","Total Channels","Actual",25480.2253486,26754.2366160,28091.9484468,19110.1690114,20638.9825323,22290.1011349,24073.3092257,25999.1739638,16562.1464766,19874.5757719,23849.4909263,28619.3891115,281343.7485658
"Standard Cost per Litre","France","Birdy","Total Channels","Actual",0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.0547416,0.6568993
"Manufacturing Cost","France","Birdy","Total Channels","Actual",920.1192487,966.1252111,1014.4314717,690.0894365,745.2965914,804.9203188,869.3139443,938.8590598,598.0775117,717.6930140,861.2316168,1033.4779401,10159.6353649
"Gross Margin","France","Birdy","Total Channels","Actual",24560.1060999,25788.1114049,27077.5169751,18420.0795749,19893.6859409,21485.1808162,23203.9952815,25060.3149040,15964.0689649,19156.8827579,22988.2593095,27585.9111714,271184.1132009
"GM %","France","Birdy","Total Channels","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Average Price","France","Birdy","Total Channels","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,18.1910574
"Volume Litres","World","Total Product","Wholesale","Actual",526672.4125321,553006.0331589,580656.3348167,395004.3093990,426604.6541509,460733.0264831,497591.6686019,537399.0020902,342337.0681460,410804.4817753,492965.3781302,591558.4537562,5815332.8230406
"Price per Litre","World","Total Product","Wholesale","Actual",27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,27.5439322,330.5271868
"Sales Revenue","World","Total Product","Wholesale","Actual",681049.9822328,715102.4813446,750857.6054117,510787.4866744,551650.4856084,595782.5244573,643445.1264139,694920.7365273,442682.4884514,531218.9861419,637462.7833700,764955.3400440,7519916.0266778
"Standard Cost per Litre","World","Total Product","Wholesale","Actual",10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,10.8126922,129.7523059
"Manufacturing Cost","World","Total Product","Wholesale","Actual",285934.0082832,300230.7086975,315242.2441324,214450.5062123,231606.5467095,250135.0704462,270145.8760819,291757.5461686,185857.1053842,223028.5264611,267634.2317532,321161.0781039,3157183.4484341
"Gross Margin","World","Total Product","Wholesale","Actual",395115.9739495,414871.7726472,435615.3612794,296336.9804621,320043.9388989,345647.4540110,373299.2503320,403163.1903587,256825.3830672,308190.4596808,369828.5516168,443794.2619401,4362732.5782437
"GM %","World","Total Product","Wholesale","Actual",0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571
"Average Price","World","Total Product","Wholesale","Actual",1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,1.2931188,15.5174252
"Volume Litres","North America","Total Product","Wholesale","Actual",285283.4308817,299547.6024259,314524.9825472,213962.5731612,231079.5790143,249565.9453354,269531.2209622,291093.7186393,185434.2300733,222521.0760879,267025.2913054,320430.3495665,3150000.0000003
"Price per Litre","North America","Total Product","Wholesale","Actual",14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,14.0344982,168.4139789
"Sales Revenue","North America","Total Product","Wholesale","Actual",375341.4016694,394108.4717529,413813.8953407,281506.0512519,304026.5353523,328348.6581804,354616.5508348,382985.8749019,243971.9110853,292766.2933023,351319.5519627,421583.4623553,4144388.6579899
"Standard Cost per Litre","North America","Total Product","Wholesale","Actual",10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,10.0246418,120.2957022
"Manufacturing Cost","North America","Total Product","Wholesale","Actual",268101.0078185,281506.0582094,295581.3611200,201075.7558638,217161.8163331,234534.7616396,253297.5425708,273561.3459766,174265.6550821,209118.7860985,250942.5433182,301131.0519819,2960277.6860125
"Gross Margin","North America","Total Product","Wholesale","Actual",107240.3938509,112602.4135435,118232.5342207,80430.2953881,86864.7190193,93813.8965408,101319.0082640,109424.5289252,69706.2560031,83647.5072038,100377.0086445,120452.4103734,1184110.9719774
"GM %","North America","Total Product","Wholesale","Actual",0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"Average Price","North America","Total Product","Wholesale","Actual",1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,1.3156789,15.7881473
"Volume Litres","Canada","Total Product","Wholesale","Actual",285283.4308817,299547.6024259,314524.9825472,213962.5731612,231079.5790143,249565.9453354,269531.2209622,291093.7186393,185434.2300733,222521.0760879,267025.2913054,320430.3495665,3150000.0000003
"Price per Litre","Canada","Total Product","Wholesale","Actual",15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,15.6625000,187.9500004
"Sales Revenue","Canada","Total Product","Wholesale","Actual",418881.0042630,439825.0544763,461816.3072002,314160.7531971,339293.6134532,366437.1025294,395752.0707317,427412.2363905,272272.6527712,326727.1833254,392072.6199903,470487.1439885,4625137.7423167
"Standard Cost per Litre","Canada","Total Product","Wholesale","Actual",11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,11.1875003,134.2500036
"Manufacturing Cost","Canada","Total Product","Wholesale","Actual",299200.7247254,314160.7609617,329868.7990099,224400.5435440,242352.5870277,261740.7939898,282680.0575090,305294.4621099,194480.4710717,233376.5652860,280051.8783431,336062.2540118,3303669.8975899
"Gross Margin","Canada","Total Product","Wholesale","Actual",119680.2795376,125664.2935145,131947.5081903,89760.2096532,96941.0264255,104696.3085395,113072.0132227,122117.7742806,77792.1816995,93350.6180394,112020.7416473,134424.8899767,1321467.8447268
"GM %","Canada","Total Product","Wholesale","Actual",0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"Average Price","Canada","Total Product","Wholesale","Actual",1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,1.4682977,17.6195724
"Volume Litres","Asia Pacific","Total Product","Wholesale","Actual",241388.9816504,253458.4307330,266131.3522695,181041.7362378,195525.0751366,211167.0811478,228060.4476397,246305.2834509,156902.8380727,188283.4056874,225940.0868248,271128.1041897,2665332.8230403
"Price per Litre","Asia Pacific","Total Product","Wholesale","Actual",13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,13.5094340,162.1132079
"Sales Revenue","Asia Pacific","Total Product","Wholesale","Actual",305708.5805634,320994.0095917,337043.7100711,229281.4354225,247623.9502561,267433.8662768,288828.5755791,311934.8616254,198710.5773662,238452.6928396,286143.2314074,343371.8776887,3375527.3686880
"Standard Cost per Litre","Asia Pacific","Total Product","Wholesale","Actual",0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,0.7880503,9.4566038
"Manufacturing Cost","Asia Pacific","Total Product","Wholesale","Actual",17833.0004648,18724.6504880,19660.8830124,13374.7503486,14444.7303765,15600.3088066,16848.3335111,18196.2001920,11591.4503021,13909.7403625,16691.6884350,20030.0261220,196905.7624216
"Gross Margin","Asia Pacific","Total Product","Wholesale","Actual",287875.5800986,302269.3591037,317382.8270587,215906.6850739,233179.2198796,251833.5574703,271980.2420680,293738.6614334,187119.1270641,224542.9524771,269451.5429723,323341.8515667,3178621.6062664
"GM %","Asia Pacific","Total Product","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Average Price","Asia Pacific","Total Product","Wholesale","Actual",1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,1.2664562,15.1974748
"Volume Litres","Australia","Total Product","Wholesale","Actual",241388.9816504,253458.4307330,266131.3522695,181041.7362378,195525.0751366,211167.0811478,228060.4476397,246305.2834509,156902.8380727,188283.4056874,225940.0868248,271128.1041897,2665332.8230403
"Price per Litre","Australia","Total Product","Wholesale","Actual",17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,17.9000000,214.8000005
"Sales Revenue","Australia","Total Product","Wholesale","Actual",405063.8692465,425317.0627090,446582.9158442,303797.9019348,328101.7340893,354349.8728168,382697.8626423,413313.6916537,263291.5150102,315949.8180125,379139.7816148,454967.7379375,4472573.7635116
"Standard Cost per Litre","Australia","Total Product","Wholesale","Actual",1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,1.0441667,12.5300000
"Manufacturing Cost","Australia","Total Product","Wholesale","Actual",23628.7256158,24810.1618966,26050.6699914,17721.5442119,19139.2677488,20670.4091687,22324.0419022,24109.9652544,15358.6716503,18430.4059804,22116.4871764,26539.7846117,260900.1352087
"Gross Margin","Australia","Total Product","Wholesale","Actual",381435.1436307,400506.9008124,420532.2458527,286076.3577229,308962.4663405,333679.4636481,360373.8207401,389203.7263993,247932.8433599,297519.4120321,357023.2944383,428427.9533259,4211673.6283029
"GM %","Australia","Total Product","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Average Price","Australia","Total Product","Wholesale","Actual",1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,1.6780545,20.1366541
"Volume Litres","World","Fantasy","Wholesale","Actual",44262.6224340,46475.7535557,48799.5412335,33196.9668255,35852.7241716,38720.9421053,41818.6174737,45164.1068716,28770.7045821,34524.8454985,41429.8145983,49715.7775179,488732.4168678
"Price per Litre","World","Fantasy","Wholesale","Actual",2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,2.2393440,26.8721283
"Sales Revenue","World","Fantasy","Wholesale","Actual",49638.3574542,52120.2753270,54726.2890933,37228.7680907,40207.0695379,43423.6351010,46897.5259091,50649.3279818,32264.9323453,38717.9188143,46461.5025773,55753.8030926,548089.4053246
"Standard Cost per Litre","World","Fantasy","Wholesale","Actual",0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,0.8790806,10.5489672
"Manufacturing Cost","World","Fantasy","Wholesale","Actual",20840.3115531,21882.3271308,22976.4434873,15630.2336648,16880.6523580,18231.1045467,19689.5929104,21264.7603432,13546.2025095,16255.4430114,19506.5316137,23407.8379364,230111.4410653
"Gross Margin","World","Fantasy","Wholesale","Actual",28798.0459012,30237.9481963,31749.8456060,21598.5344259,23326.4171799,25192.5305544,27207.9329987,29384.5676386,18718.7298358,22462.4758029,26954.9709635,32345.9651562,317977.9642593
"GM %","World","Fantasy","Wholesale","Actual",0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571
"Average Price","World","Fantasy","Wholesale","Actual",1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,1.1214509,13.4574107
"Volume Litres","North America","Fantasy","Wholesale","Actual",23975.8006824,25174.5907165,26433.3202524,17981.8505118,19420.3985528,20974.0304370,22651.9528720,24464.1091017,15584.2704436,18701.1245323,22441.3494388,26929.6193265,264732.4168677
"Price per Litre","North America","Fantasy","Wholesale","Actual",1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,13.6921931
"Sales Revenue","North America","Fantasy","Wholesale","Actual",27356.7743183,28724.6130343,30160.8436860,20517.5807387,22158.9871978,23931.7061737,25846.2426676,27913.9420810,17781.9033069,21338.2839683,25605.9407620,30727.1289144,302063.9468490
"Standard Cost per Litre","North America","Fantasy","Wholesale","Actual",0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,0.8150115,9.7801376
"Manufacturing Cost","North America","Fantasy","Wholesale","Actual",19540.5525474,20517.5801748,21543.4591836,14655.4144106,15827.8475634,17094.0753685,18461.6013980,19938.5295098,12701.3591558,15241.6309870,18289.9571844,21947.9486213,215759.9561046
"Gross Margin","North America","Fantasy","Wholesale","Actual",7816.2217709,8207.0328595,8617.3845024,5862.1663282,6331.1396344,6837.6308052,7384.6412696,7975.4125712,5080.5441511,6096.6529813,7315.9835776,8779.1802931,86303.9907444
"GM %","North America","Fantasy","Wholesale","Actual",0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"Average Price","North America","Fantasy","Wholesale","Actual",1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,1.1410161,13.6921931
"Volume Litres","Canada","Fantasy","Wholesale","Actual",23975.8006824,25174.5907165,26433.3202524,17981.8505118,19420.3985528,20974.0304370,22651.9528720,24464.1091017,15584.2704436,18701.1245323,22441.3494388,26929.6193265,264732.4168677
"Price per Litre","Canada","Fantasy","Wholesale","Actual",1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,1.2733740,15.2804875
